audio,transcript
adapt_sample_2160_noisy,احترام عن احترام يفرق
adapt_sample_2161_noisy,تحفه
adapt_sample_2162_noisy,إن إحنا إن شاء الله نقدر نصطاد الفهم
adapt_sample_2163_noisy,و إن شاء الله تاني يوم هتلاقي الدنيا مليانه فران ميته لو الفران مزهقاك يلا مع بعضنا بقى كده يلا نبدأ حلقتنا
adapt_sample_2164_noisy,أه طبعا أقسم بالله
adapt_sample_2165_noisy,طب صلي على النبي
adapt_sample_2166_noisy,وخد الفلوس منه روح يودعها في البنك يبقى إنت كده بتعمل إيه بتحرك الحساب في حركه
adapt_sample_2167_noisy,جبس سكر و أول ما هياكل و هيشبع طبعا هو بيحب السكر و بيحب الجبس جدا يعني السكر مع الجبس
adapt_sample_2168_noisy,أه والله
adapt_sample_2169_noisy,شتمني
adapt_sample_2170_noisy,ولو ينفع يا فندم تقولنا إيه رأيك في الحب
adapt_sample_2171_noisy,أه الراجل ده شغال أنا يا جماعه دماغي إتعصرت قسما بالله يعني بقيت أفكر في كل حاجه أنا ما عنديش غير إن أنا أقدم وأضربه
adapt_sample_2172_noisy,شباك بيتفاوضوا عليه أو بييجوا عليه هتحطوا برضو مش يعني مش هتكون بسيطه متتفرجش عليهم قولناله الإزازه كده شويه كده حلوين
adapt_sample_2173_noisy,أنا اخترت أحمد حسن جوز زينب
adapt_sample_2174_noisy,والحمد لله يعني هقولك على حاجه على العيد النهارده كده كنت انا بحب واحده وتمام وخرجنا
adapt_sample_2175_noisy,قيمة تلاته متر أو اتنين متر عشان ياكل براحته
adapt_sample_2176_noisy,مش عايز اوديها خارب بيت عمك موسى والله
adapt_sample_2177_noisy,وهتخلي الطبق بالميه زي ما إنتو شايفين بعيد عن الطبق بالجبس بالسكر بودر
adapt_sample_2178_noisy,إيه أغرب فتوى أو أكبر هبده سمعتيها في حياتك
adapt_sample_2179_noisy,طيب
adapt_sample_2180_noisy,بتاع أوراق اللي هو الإكس فيدات طيب موضوع الإتجاهات ده يا جماعه عاوز فيلم لوحده
adapt_sample_2181_noisy,عشان تاخد الإقامه إن شاء الله لازم يكون معاك الأوراق دي الأوراق دي إيه اللي انا هعرفه واقوله عشان مبحبش افتح الباسبور عقد العمل رقم اتنين
adapt_sample_2182_noisy,ماشي إكتب كده إيه السيف برتجيز أو سيف البرتغال هيطلعلك اللينك وهيطلعلك الموقع هتخش وهتقدم فيه لو انت لو انت شاطر يعني
adapt_sample_2183_noisy,طيب نيجي للورقه التانيه
adapt_sample_2184_noisy,ما فيش يا بابا ما فيش ما فيش ما فيش ما فيش ما فيش و انا ما غشتش و لسه ما عملتش حاجه بجد بيستهبلوا يعني مش عارفه أعمل إيه
adapt_sample_2185_noisy,شوفت بقى خلاص مادام مش عارفني خلاص ده إحنا كده في الأمان
adapt_sample_2186_noisy,نوركم في كل حاجه إحنا بنعملها كل كبيره وصغيره
adapt_sample_2187_noisy,غزل أه
adapt_sample_2188_noisy,ياع
adapt_sample_2189_noisy,يعني إنت لو بصيت على شكل السوق أولا عشان السوق فاضي من الهوا يعني
adapt_sample_2190_noisy,بجد والله
adapt_sample_2191_noisy,يلا يا جماعه
adapt_sample_2192_noisy,أول طريقه معانا يا جماعه إن شاء الله هنجيب كيلو سكر يا جماعه سكر بودر هنجيب كيلو سكر بودر بقى أي نوع المهم يكون سكر بودر يبقى هنجيب كيلو سكر معانا وهنجيب معانا طبق
adapt_sample_2193_noisy,مادام ما فيش هواه أعرف إن التداول النهارده حركته هتكون ضعيفه تمام طيب اللي يزيد بقى على ده كمان إيه الجو النهارده زي ما انتو شايفين كده الجو النهارده مش حلو خالص
adapt_sample_2194_noisy,ونتمنى من كل المشاهدين يكونوا مبسوطين وعمل لايك وعمل
adapt_sample_2195_noisy,اتصرفي بجد يا ماما مش عارفه أعمل إيه ومش عارفه إيه بتكلم في الموبايل هياخدوا مني الموبايل
adapt_sample_2196_noisy,فلو ملقتش إنت أصلا بتصرف في بلدك واخد بالك يبقى انت مش هتصرف في بلده
adapt_sample_2197_noisy,أنا فرحان جدا الصراحه
adapt_sample_2198_noisy,عمل محضر غش والبتاع ده رايحين على قسم الوايلي
adapt_sample_2199_noisy,إنت صايم يقولك طلع لسانك ووريني أبيض ولا أحمر
adapt_sample_2200_noisy,خمسين جنيه أربعين جنيه
adapt_sample_2201_noisy,أم رومانسيه أوي
adapt_sample_2202_noisy,لا مش سرسجي والله العظيم ده ظلم
adapt_sample_2203_noisy,جبنه بيضه مصريه
adapt_sample_2204_noisy,هما بيعملو كده
adapt_sample_2205_noisy,اللي هي إيه
adapt_sample_2206_noisy,كل ما ربنا
adapt_sample_2207_noisy,بتمشي في الشارع تشوف حاجات مقززه كده والبنت بقى بيجو مع بعض وحاجه يعني الواحد مامته مرفوعه أصلا
adapt_sample_2208_noisy,والبطاطس اللي موجوده في معظم المطاعم المطاعم البطاطس جاهزه
adapt_sample_2209_noisy,أيوه رجعت قولت للدكتور و أنا ماشي إيه أنا خدته مبدلش عشان اغير بيهم
adapt_sample_2210_noisy,دلوقتي إنت عرفت هتعمل ايه هتشوف إمكانياتك وتحسب حساباتك وهتعرف إيه بالظبط اللي هتحط رجلك فيه أكتر سلاح بيهددك الفتره دي هو التشتت بعد ضغط الأهل طبعا
adapt_sample_2211_noisy,إيه بقى
adapt_sample_2212_noisy,أي حاجه
adapt_sample_2213_noisy,لأ متجوزين كل واحد في شقته
adapt_sample_2214_noisy,إيه في العماره دي
adapt_sample_2215_noisy,الناس هتيجي تقولي إيه طب ما أنا أضمن منين إن هو هيدفعلي ضرايب يا عم الحاج ما انت لما بتقدم بيبقى ليك إيميل على السرير بيبقى معاك الباسبور بتخش على المسافات الرسايل بتشوف إن انت دفعلك لما السير بقى بيلاقي إن إنت بتدفع الضرايب بيعمل إيه
adapt_sample_2216_noisy,بيقولك اتغلبوا يا عم في كاس الأمم
adapt_sample_2217_noisy,بيجبلك ورقه يقولك صورها و الخير هيجيلك و مش عارف و لا خير بيجي الخير
adapt_sample_2218_noisy,لأ ممكن ممكن اكون ببقي خطبت ممكن
adapt_sample_2219_noisy,عايز تعرف إيه
adapt_sample_2220_noisy,عندك ولاد
adapt_sample_2221_noisy,أنا كنت بهزر معاكو
adapt_sample_2222_noisy,الله الله يلا يا بني جيت الدنيا منين
adapt_sample_2223_noisy,ليه
adapt_sample_2224_noisy,تمام طيب حاجه أخيره برضو إيه في مكان هنا إسمه روسي إحنا هنا في حته اسمها إيه الجيوش تمام المكتب ده اسمه في حته اسمها الجيوش طيب في مكتب تاني في مكتب تاني
adapt_sample_2225_noisy,لو سمحت عندي أسئله كتير في الموضوع ده
adapt_sample_2226_noisy,وقايه
adapt_sample_2227_noisy,متقعدش مع بنات
adapt_sample_2228_noisy,و بيجددوا فيه قدام شويه كده لحد ما اوريكو بيت ال
adapt_sample_2229_noisy,لأ إحنا
adapt_sample_2230_noisy,الامتحان اللي فات
adapt_sample_2231_noisy,أيتها الإخوة والأخوات
adapt_sample_2232_noisy,لما بيتهرس مع الفول الحقيقه حقيقه يعني
adapt_sample_2233_noisy,جدا أه بس يعني القلب مريض
adapt_sample_2234_noisy,إنما بقى لو ربنا بيحبك
adapt_sample_2235_noisy,حاضر
adapt_sample_2236_noisy,بتاع الدليفري
adapt_sample_2237_noisy,الراجل ده بيصرف في بلده أنا قلت قبل كده أي حد عايز يشتري أي حاجه أيا كانت يشتريها بالكارت بتاع البنك أو الكريدت كارد ليه بقى
adapt_sample_2238_noisy,و لمدة سنه لمدة سنه قبل ما يجيلك الميعاد خمسين يورو لو هتروح بس خليهم يعملولك الأوراق و ما يتابعوش الملف بتاعك و أنا تخليهم يتابعوه بياخدوا منك عشرين يورو بس
adapt_sample_2239_noisy,العسل
adapt_sample_2240_noisy,سرعو يا نهار أبيض
adapt_sample_2241_noisy,يا رب
adapt_sample_2242_noisy,جوزك وإنتي بتشتغلي معاه بقى بتساعدي
adapt_sample_2243_noisy,بيبعتك بورقه من عنده لو إنت عايز تتعلم اللغه لو انت عايز تتعلم اللغه البرتغالي و أنا أرشحلك لو انت عايز تعيش في البرتغال إتعلم البرتغالي هيفتحلك أبواب كتير ويفتحلك رزق كتير عامة
adapt_sample_2244_noisy,أنا من محبي عبد الحليم حافظ
adapt_sample_2245_noisy,ومن هنا بدأت قصته مع مصر وقرر إنه يعمل من الصحرا حي هليوبليس أو مصر الجديده وحب إنه يعملها على الطراز الفني الإسلامي إحتراما لطابع البلد فجاب المهندس البلجيكي المعماري إيرلس جاستس واللي كان متخصص وعاشق للفن الإسلامي عشان يصمم
adapt_sample_2246_noisy,شويه دخل علينا موتوسيكل بتاع كشري وإحنا في رمضان يعني زوجي كده إيه وفي رمضان أه وفي رمضان كشري يعني ده حتى لو حد فاصل
adapt_sample_2247_noisy,أعض السلك
adapt_sample_2248_noisy,دي محشيه إيه دي إيه بقى
adapt_sample_2249_noisy,كتر بيبوظ طب أنا ما عنديش ماسوره زي دي يعني إنت لو ما عندكش ماسوره زي دي مش هقولك مش هنغرق يعني هتجيب إزازه
adapt_sample_2250_noisy,ساندوتشات الجبنه البيضا بالخيار
adapt_sample_2251_noisy,خد يا جدع أنت
adapt_sample_2252_noisy,أول كلمه ماشي
adapt_sample_2253_noisy,من هنا كده ماشي هتعملها زي الماسوره بالظبط ماشي هنعمل ايه بقى هنروح مع بعض عند الراجل بتاع المبيدات هتقوله أنا عايز
adapt_sample_2254_noisy,طب قسم إيه
adapt_sample_2255_noisy,لا بس عمي عادل شكل لو سمعك بتقول كده
adapt_sample_2256_noisy,ده كان منتخب
adapt_sample_2257_noisy,ماشي يا بابا
adapt_sample_2258_noisy,ما بينهم كلام عادي يعني
adapt_sample_2259_noisy,تعمل ايه هجيلك
adapt_sample_2260_noisy,إيه يا أمي
adapt_sample_2261_noisy,زي ما إنتو شايفين كده هننعم هننعم السكر جامد هننعم السكر جامد و هنبدأ نحط السكر على الجبس
adapt_sample_2262_noisy,طب إيه الفرق بين العشق والحب
adapt_sample_2263_noisy,تمانيه
adapt_sample_2264_noisy,أما العشق ده بقى لا ده بيني وبين حبيبتي
adapt_sample_2265_noisy,أنا نفسي أعرف هتبقي فتاة أحلام مين أقسم بالله
adapt_sample_2266_noisy,كمان حتى اللي كان لو حد كان نازل النهارده لمزرعة الجندي فمزرعة الجندي النهارده برضو مش موجود أنا بتكلم إن في ناس في أجيال المحافظات أحيانا بيستغل فرصة يوم الحد إن الدنيا رايقه فيعرف يخش جوه بيته الزحمه
